reaction_id,prompt,answer
R-HSA-9793887,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: DLL1 gene [nucleoplasm] (ENSEMBL: ENSG00000198719), TBX6 [nucleoplasm] (UniProt: O95947), LEF1:CTNNB1 [nucleoplasm] (complex of CTNNB1 [nucleoplasm] (UniProt: P35222), LEF1 [nucleoplasm] (UniProt: Q9UJU2))

START
","LEF1:CTNNB1:TBX6:DLL1 gene [nucleoplasm] (complex of DLL1 gene [nucleoplasm] (ENSEMBL: ENSG00000198719), TBX6 [nucleoplasm] (UniProt: O95947), CTNNB1 [nucleoplasm] (UniProt: P35222), LEF1 [nucleoplasm] (UniProt: Q9UJU2))"
R-HSA-9796342,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: TNF-α:TNFR1:TRADD:RIPK1:TRAF2 [plasma membrane] (complex of TRADD [cytosol] (UniProt: Q15628), TRAF2 [cytosol] (UniProt: Q12933), RIPK1 [cytosol] (UniProt: Q13546), TNF(1-233) [plasma membrane] (UniProt: P01375), TNFRSF1A(30-45) [plasma membrane] (UniProt: P19438)), MIB2 [cytosol] (UniProt: Q96AX9), Ub:UBE2D1 [cytosol] (complex of Ub-C85-UBE2D1 [cytosol] (UniProt: P51668), RPS27A(1-76) [cytosol] (UniProt: P62979), UBA52(1-76) [cytosol] (UniProt: P62987), UBB(1-76) [cytosol] (UniProt: P0CG47), UBC(1-76) [cytosol] (UniProt: P0CG48))

START
","TNF-α:TNFR1:TRADD:RIPK1:TRAF2:MIB2:Ub:UBE2D1 [plasma membrane] (complex of MIB2 [cytosol] (UniProt: Q96AX9), TRADD [cytosol] (UniProt: Q15628), TRAF2 [cytosol] (UniProt: Q12933), RIPK1 [cytosol] (UniProt: Q13546), TNF(1-233) [plasma membrane] (UniProt: P01375), TNFRSF1A(30-45) [plasma membrane] (UniProt: P19438), Ub-C85-UBE2D1 [cytosol] (UniProt: P51668), RPS27A(1-76) [cytosol] (UniProt: P62979), UBA52(1-76) [cytosol] (UniProt: P62987), UBB(1-76) [cytosol] (UniProt: P0CG47), UBC(1-76) [cytosol] (UniProt: P0CG48))"
R-HSA-981658,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: C4-binding protein:C4b [plasma membrane] (complex of C4BPA [plasma membrane] (UniProt: P04003), C4BPB [plasma membrane] (UniProt: P20851), S-(L-isoglutamyl)-L-cysteine-C4A(757-1446) [extracellular region] (UniProt: P0C0L4), S-(L-isoglutamyl)-L-cysteine-C4B(757-1446) [extracellular region] (UniProt: P0C0L5)), CFI [extracellular region] (complex of CFI(19-335) [extracellular region] (UniProt: P05156))

START
","C4b-binding protein:Factor I [plasma membrane] (complex of C4BPA [plasma membrane] (UniProt: P04003), C4BPB [plasma membrane] (UniProt: P20851), S-(L-isoglutamyl)-L-cysteine-C4A(757-1446) [extracellular region] (UniProt: P0C0L4), S-(L-isoglutamyl)-L-cysteine-C4B(757-1446) [extracellular region] (UniProt: P0C0L5), CFI(19-335) [extracellular region] (UniProt: P05156))"
R-HSA-981809,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: ST6GALNAC3/4 [Golgi membrane]
Reactants: CMP-Neu5Ac [Golgi lumen] (ChEBI: 57812), Sialyl-2,3 T antigens [Golgi lumen] (complex of Sialyl-2,3 T-antigen (MUC1) [Golgi lumen] (UniProt: P15941), Sialyl-2,3 T-antigen (MUC12) [Golgi lumen] (UniProt: Q9UKN1), Sialyl-2,3 T-antigen (MUC13) [Golgi lumen] (UniProt: Q9H3R2), Sialyl-2,3 T-antigen (MUC15) [Golgi lumen] (UniProt: Q8N387), Sialyl-2,3 T-antigen (MUC16) [Golgi lumen] (UniProt: Q8WXI7), Sialyl-2,3 T-antigen (MUC17) [Golgi lumen] (UniProt: Q685J3), Sialyl-2,3 T-antigen (MUC19) [Golgi lumen] (UniProt: Q7Z5P9), Sialyl-2,3 T-antigen (MUC2) [Golgi lumen] (UniProt: Q02817), Sialyl-2,3 T-antigen (MUC20) [Golgi lumen] (UniProt: Q8N307), Sialyl-2,3 T-antigen (MUC21) [Golgi lumen] (UniProt: Q5SSG8), Sialyl-2,3 T-antigen (MUC3A) [Golgi lumen] (UniProt: Q02505), Sialyl-2,3 T-antigen (MUC3B) [Golgi lumen] (UniProt: Q9H195), Sialyl-2,3 T-antigen (MUC4) [Golgi lumen] (UniProt: Q99102), Sialyl-2,3 T-antigen (MUC5AC) [Golgi lumen] (UniProt: P98088), Sialyl-2,3 T-antigen (MUC5B) [Golgi lumen] (UniProt: Q9HC84), Sialyl-2,3 T-antigen (MUC6) [Golgi lumen] (UniProt: Q6W4X9), Sialyl-2,3 T-antigen (MUC7) [Golgi lumen] (UniProt: Q8TAX7), Sialyl-2,3 T-antigen (MUCL1) [Golgi lumen] (UniProt: Q96DR8))

START
","CMP [Golgi lumen] (ChEBI: 60377), Disialyl T antigens [Golgi lumen] (complex of Disialyl T-antigen (MUC1) [Golgi lumen] (UniProt: P15941), Disialyl T-antigen (MUC12) [Golgi lumen] (UniProt: Q9UKN1), Disialyl T-antigen (MUC13) [Golgi lumen] (UniProt: Q9H3R2), Disialyl T-antigen (MUC15) [Golgi lumen] (UniProt: Q8N387), Disialyl T-antigen (MUC16) [Golgi lumen] (UniProt: Q8WXI7), Disialyl T-antigen (MUC17) [Golgi lumen] (UniProt: Q685J3), Disialyl T-antigen (MUC19) [Golgi lumen] (UniProt: Q7Z5P9), Disialyl T-antigen (MUC2) [Golgi lumen] (UniProt: Q02817), Disialyl T-antigen (MUC20) [Golgi lumen] (UniProt: Q8N307), Disialyl T-antigen (MUC21) [Golgi lumen] (UniProt: Q5SSG8), Disialyl T-antigen (MUC3A) [Golgi lumen] (UniProt: Q02505), Disialyl T-antigen (MUC3B) [Golgi lumen] (UniProt: Q9H195), Disialyl T-antigen (MUC4) [Golgi lumen] (UniProt: Q99102), Disialyl T-antigen (MUC5AC) [Golgi lumen] (UniProt: P98088), Disialyl T-antigen (MUC5B) [Golgi lumen] (UniProt: Q9HC84), Disialyl T-antigen (MUC6) [Golgi lumen] (UniProt: Q6W4X9), Disialyl T-antigen (MUC7) [Golgi lumen] (UniProt: Q8TAX7), Disialyl T-antigen (MUCL1) [Golgi lumen] (UniProt: Q96DR8)), H+ [Golgi lumen] (ChEBI: 15378)"
R-HSA-9821368,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: AKAP8L [nucleoplasm] (UniProt: Q9ULX6), MLL1 complex [nucleoplasm] (complex of WDR5 [nucleoplasm] (UniProt: P61964), ASH2L [nucleoplasm] (UniProt: Q9UBL3), DPY30 [nucleoplasm] (UniProt: Q9C005), RBBP5 [nucleoplasm] (UniProt: Q15291), KMT2A(1-2718) [nucleoplasm] (UniProt: Q03164))

START
","MLL1 complex:AKAP8L [nucleoplasm] (complex of AKAP8L [nucleoplasm] (UniProt: Q9ULX6), WDR5 [nucleoplasm] (UniProt: P61964), ASH2L [nucleoplasm] (UniProt: Q9UBL3), DPY30 [nucleoplasm] (UniProt: Q9C005), RBBP5 [nucleoplasm] (UniProt: Q15291), KMT2A(1-2718) [nucleoplasm] (UniProt: Q03164))"
R-HSA-9823352,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: p-N [cytosol] (UniProt: P03418)

START
",Protein N decamer [cytosol] (complex of p-N [cytosol] (UniProt: P03418))
R-HSA-9824236,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: DLL1 gene [nucleoplasm] (ENSEMBL: ENSG00000198719), LEF1:CTNNB1 [nucleoplasm] (complex of CTNNB1 [nucleoplasm] (UniProt: P35222), LEF1 [nucleoplasm] (UniProt: Q9UJU2)), MSGN1 [nucleoplasm] (UniProt: A6NI15)

START
","MSGN1:LEF1:CTNNB1:DLL1 gene [nucleoplasm] (complex of DLL1 gene [nucleoplasm] (ENSEMBL: ENSG00000198719), MSGN1 [nucleoplasm] (UniProt: A6NI15), CTNNB1 [nucleoplasm] (UniProt: P35222), LEF1 [nucleoplasm] (UniProt: Q9UJU2))"
R-HSA-9825275,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: DLL1 gene [nucleoplasm] (ENSEMBL: ENSG00000198719)

START
",DLL1 [plasma membrane] (UniProt: O00548)
R-HSA-9825842,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: PMEL gene [nucleoplasm] (ENSEMBL: ENSG00000185664), MITF-M dimer [nucleoplasm]

START
",MITF-M dimer:PMEL gene [nucleoplasm] (complex of PMEL gene [nucleoplasm] (ENSEMBL: ENSG00000185664))
R-HSA-9828032,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: SOX17 [nucleoplasm] (UniProt: Q9H6I2), TFAP2C [nucleoplasm] (UniProt: Q92754), POU5F1 gene [nucleoplasm] (ENSEMBL: ENSG00000204531)

START
","SOX17:TFAP2C:POU5F1 gene [nucleoplasm] (complex of POU5F1 gene [nucleoplasm] (ENSEMBL: ENSG00000204531), SOX17 [nucleoplasm] (UniProt: Q9H6I2), TFAP2C [nucleoplasm] (UniProt: Q92754))"
R-HSA-9829183,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: F1 [trans-Golgi network membrane] (UniProt: P03420)

START
",F1:F2 [trans-Golgi network membrane] (complex of Crosslinked F1 [trans-Golgi network membrane] (UniProt: P03420))
R-HSA-9830867,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: N-glycan-PALM-G [trans-Golgi network membrane]

START
",Mature G [trans-Golgi network membrane]
R-HSA-9831514,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: Casein kinase II [cytosol] (complex of CSNK2B [cytosol] (UniProt: P67870), CSNK2A1 [cytosol] (UniProt: P68400), CSNK2A2 [cytosol] (UniProt: P19784))
Reactants: Nascent P [cytosol] (UniProt: P03421), ATP [cytosol] (ChEBI: 30616)

START
","p-S232,S237-P [cytosol] (UniProt: P03421), ADP [cytosol] (ChEBI: 456216)"
R-HSA-9832208,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: IRX2 gene [nucleoplasm] (ENSEMBL: ENSG00000170561)

START
",IRX2 [nucleoplasm] (UniProt: Q9BZI1)
R-HSA-9833031,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: RSV m7G(5')pppGm-mRNAs:RdRP:p-M2-1 [cytosol] (complex of p-P [cytosol] (UniProt: P03421), Nascent L [cytosol] (UniProt: P28887), Mg2+ [cytosol] (ChEBI: 18420), Zn2+ [cytosol] (ChEBI: 29105), p-M2-1 [cytosol] (UniProt: P04545))
Reactants: ATP [cytosol] (ChEBI: 30616), RSV m7G(5')pppGm-mRNAs:RdRP:p-M2-1 [cytosol] (complex of p-P [cytosol] (UniProt: P03421), Nascent L [cytosol] (UniProt: P28887), Mg2+ [cytosol] (ChEBI: 18420), Zn2+ [cytosol] (ChEBI: 29105), p-M2-1 [cytosol] (UniProt: P04545))

START
","PPi [cytosol] (ChEBI: 33019), RSV m7G(5')pppAm-capped, polyadenylated mRNAs [cytosol], RdRP:p-M2-1 [cytosol] (complex of p-P [cytosol] (UniProt: P03421), Nascent L [cytosol] (UniProt: P28887), Mg2+ [cytosol] (ChEBI: 18420), Zn2+ [cytosol] (ChEBI: 29105), p-M2-1 [cytosol] (UniProt: P04545))"
R-HSA-983426,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: Antigen peptide bound class I MHC [lumenal side of endoplasmic reticulum membrane] (complex of B2M(21-119) [endoplasmic reticulum lumen] (UniProt: P61769), HLA class I histocompatibility antigen, A-3 alpha chain precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P04439), HLA class I histocompatibility antigen, Cw-7 alpha chain precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P10321), HLA class I histocompatibility antigen, E alpha chain precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P13747), HLA class I histocompatibility antigen, alpha chain F precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P30511), HLA class I histocompatibility antigen, alpha chain G precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P17693), class I MHC B7 [lumenal side of endoplasmic reticulum membrane] (UniProt: P01889), HLA-H [lumenal side of endoplasmic reticulum membrane] (UniProt: P01893), (Glc)1 (GlcNAc)2 (Man)9 [endoplasmic reticulum lumen] (ChEBI: 59080), Antigen peptide [endoplasmic reticulum lumen] (ChEBI: 25676)), SAR1B:GTP:SEC23:SEC24 [endoplasmic reticulum membrane] (complex of GTP [cytosol] (ChEBI: 37565), SAR1B [endoplasmic reticulum membrane] (UniProt: Q9Y6B6), SEC24A [endoplasmic reticulum membrane] (UniProt: O95486), SEC24B [endoplasmic reticulum membrane] (UniProt: O95487), SEC24C [endoplasmic reticulum membrane] (UniProt: P53992), SEC24D [endoplasmic reticulum membrane] (UniProt: O94855), SEC23A [endoplasmic reticulum membrane] (UniProt: Q15436))

START
","Sar1p:GTP:Sec23p:Sec24p:Ag bound MHC class I [lumenal side of endoplasmic reticulum membrane] (complex of GTP [cytosol] (ChEBI: 37565), SAR1B [endoplasmic reticulum membrane] (UniProt: Q9Y6B6), SEC24A [endoplasmic reticulum membrane] (UniProt: O95486), SEC24B [endoplasmic reticulum membrane] (UniProt: O95487), SEC24C [endoplasmic reticulum membrane] (UniProt: P53992), SEC24D [endoplasmic reticulum membrane] (UniProt: O94855), SEC23A [endoplasmic reticulum membrane] (UniProt: Q15436), B2M(21-119) [endoplasmic reticulum lumen] (UniProt: P61769), HLA class I histocompatibility antigen, A-3 alpha chain precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P04439), HLA class I histocompatibility antigen, Cw-7 alpha chain precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P10321), HLA class I histocompatibility antigen, E alpha chain precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P13747), HLA class I histocompatibility antigen, alpha chain F precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P30511), HLA class I histocompatibility antigen, alpha chain G precursor [lumenal side of endoplasmic reticulum membrane] (UniProt: P17693), class I MHC B7 [lumenal side of endoplasmic reticulum membrane] (UniProt: P01889), HLA-H [lumenal side of endoplasmic reticulum membrane] (UniProt: P01893), (Glc)1 (GlcNAc)2 (Man)9 [endoplasmic reticulum lumen] (ChEBI: 59080), Antigen peptide [endoplasmic reticulum lumen] (ChEBI: 25676))"
R-HSA-9835496,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: GBX2 gene [nucleoplasm] (ENSEMBL: ENSG00000168505), CTNNB1 [nucleoplasm] (UniProt: P35222), TCF7L1 [nucleoplasm] (UniProt: Q9HCS4)

START
","TCF7L1:CTNNB1:GBX2 gene [nucleoplasm] (complex of GBX2 gene [nucleoplasm] (ENSEMBL: ENSG00000168505), CTNNB1 [nucleoplasm] (UniProt: P35222), TCF7L1 [nucleoplasm] (UniProt: Q9HCS4))"
R-HSA-9836621,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: p-S225-SPHK1 [nucleoplasm] (UniProt: Q9NYA1)

START
",p-S225-SPHK1 [cytosol] (UniProt: Q9NYA1)
R-HSA-9837376,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: CD209,CLEC4M [plasma membrane] (complex of CD209 [plasma membrane] (UniProt: Q9NNX6), CLEC4M [plasma membrane] (UniProt: Q9H2X3)), hRSV A virion [extracellular region] (complex of F1-F2 [virion membrane] (UniProt: P03420), N [viral capsid] (UniProt: P03418), p-P [cytosol] (UniProt: P03421), Nascent L [cytosol] (UniProt: P28887), Mg2+ [cytosol] (ChEBI: 18420), Zn2+ [cytosol] (ChEBI: 29105), p-M2-1 [cytosol] (UniProt: P04545), p-S95,T205-M [viral tegument] (UniProt: P0DOE7))

START
","RSV virion:CD209,CLEC4M [plasma membrane] (complex of CD209 [plasma membrane] (UniProt: Q9NNX6), CLEC4M [plasma membrane] (UniProt: Q9H2X3), F1-F2 [virion membrane] (UniProt: P03420), N [viral capsid] (UniProt: P03418), p-P [cytosol] (UniProt: P03421), Nascent L [cytosol] (UniProt: P28887), Mg2+ [cytosol] (ChEBI: 18420), Zn2+ [cytosol] (ChEBI: 29105), p-M2-1 [cytosol] (UniProt: P04545), p-S95,T205-M [viral tegument] (UniProt: P0DOE7))"
R-HSA-9839363,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: TGFBR2 dimer:TGFB1 dimer:TGFBR1 dimer [plasma membrane] (complex of TGFBR2 [plasma membrane] (UniProt: P37173), TGFBR1 [plasma membrane] (UniProt: P36897), TGFB1 [extracellular region] (UniProt: P01137))
Reactants: TGFB1,TGFB2:TGFBR3:TGFBR2 [plasma membrane] (complex of TGFBR3_mem [plasma membrane] (UniProt: Q03167), TGFB1 [extracellular region] (UniProt: P01137), TGFB2 [extracellular region] (UniProt: P61812), TGFBR2 [plasma membrane] (UniProt: P37173)), ATP [cytosol] (ChEBI: 30616)

START
","TGFB1,TGFB2:pTGFBR3:TGFBR2 [plasma membrane] (complex of TGFB1 [extracellular region] (UniProt: P01137), TGFB2 [extracellular region] (UniProt: P61812), pT841_TGFBR3 [plasma membrane] (UniProt: Q03167), TGFBR2 [plasma membrane] (UniProt: P37173)), ADP [cytosol] (ChEBI: 456216)"
R-HSA-9840833,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: bHEXA,bHEXB [lysosomal lumen] (complex of HEXA(23-73) [lysosomal lumen] (UniProt: P06865), HEXB(122-311) [lysosomal lumen] (UniProt: P07686))
Reactants: H2O [lysosomal lumen] (ChEBI: 15377), GM2A:GA2 [lysosomal lumen] (complex of GM2A(32-193) [lysosomal lumen] (UniProt: P17900), GA2 [lysosomal lumen] (ChEBI: 195476))

START
","GalNAc [lysosomal lumen] (ChEBI: 28037), GM2A:LacCer [lysosomal lumen] (complex of GM2A(32-193) [lysosomal lumen] (UniProt: P17900), LacCer [lysosomal lumen] (ChEBI: 195546))"
R-HSA-9842835,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: KRAB-ZFPs that bind, repress retroelements [nucleoplasm], Retroelement chromatin [nucleoplasm] (complex of HIST1H4 [nucleoplasm] (UniProt: P62805), HIST1H3A [nucleoplasm] (UniProt: P68431), HIST2H3A [nucleoplasm] (UniProt: Q71DI3), H3F3A [nucleoplasm] (UniProt: P84243))

START
","KRAB-ZFP:retroelement chromatin [nucleoplasm] (complex of HIST1H4 [nucleoplasm] (UniProt: P62805), HIST1H3A [nucleoplasm] (UniProt: P68431), HIST2H3A [nucleoplasm] (UniProt: Q71DI3), H3F3A [nucleoplasm] (UniProt: P84243))"
R-HSA-9844375,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: ZNF423 [nucleoplasm] (UniProt: Q2M1K9), EBF2, EBF2:Blnc1 lncRNA:HNRNPU: PPARA gene, PRDM16 gene, UCP1 gene, (CIDEA gene, DIO2 gene, ELOVL3 gene) [nucleoplasm]

START
","ZNF423:EBF2, EBF2:Blnc1 lncRNA:HNRNPU:PPARA gene, PRDM16 gene, UCP1 gene, (CIDEA gene, DIO2 gene, ELOVL3 gene) [nucleoplasm]"
R-HSA-9846477,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: A4GALT [Golgi membrane] (UniProt: Q9NPC4)
Reactants: LacCer-d18 [Golgi membrane] (ChEBI: 17950), UDP-Gal [Golgi lumen] (ChEBI: 66914)

START
","Gb3Cer [Golgi membrane] (ChEBI: 18313), UDP [Golgi lumen] (ChEBI: 58223), H+ [Golgi lumen] (ChEBI: 15378)"
R-HSA-9851109,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: TWIST1 gene [nucleoplasm] (ENSEMBL: ENSG00000122691)

START
",TWIST1 [nucleoplasm] (UniProt: Q15672)
R-HSA-9853499,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: OGDH complex [mitochondrial matrix] (complex of DLD [mitochondrial matrix] (UniProt: P09622), FAD [mitochondrial matrix] (ChEBI: 57692), Lipo-K110-DLST [mitochondrial matrix] (UniProt: P36957), OGDH [mitochondrial matrix] (UniProt: Q02218), TDP [mitochondrial matrix] (ChEBI: 58937), Mg2+ [mitochondrial matrix] (ChEBI: 18420), Ca2+ [mitochondrial matrix] (ChEBI: 29108), MRPS36 [mitochondrial inner membrane] (UniProt: P82909))
Reactants: NAD+ [mitochondrial matrix] (ChEBI: 57540), LipoH2-K110-DLST [mitochondrial matrix] (UniProt: P36957)

START
","H+ [mitochondrial matrix] (ChEBI: 15378), NADH [mitochondrial matrix] (ChEBI: 57945), Lipo-K110-DLST [mitochondrial matrix] (UniProt: P36957)"
R-HSA-9856061,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: CEACAM1 gene [nucleoplasm] (ENSEMBL: ENSG00000079385)

START
",CEACAM1 [plasma membrane] (UniProt: P13688)
R-HSA-9857076,"You are an expert in molecular biology and biochemistry. You are given a biological pathway event described by the its reactants. Describe the identity of the reactants then reason about how they interact before predicting the products of the event. Output exactly this format:

START
Analysis: <2-5 sentences>
Type: <reaction_type>
Products: <product1>; <product2>; ...
END

---
Pathway Event Information:
Enzyme: N/A
Reactants: HSF1:HSPA1A,B [cytosol] (complex of HSF1 [cytosol] (UniProt: Q00613), HSPA1A [cytosol] (UniProt: P0DMV8), HSPA1B [cytosol] (UniProt: P0DMV9)), SOH-C149,C150-DNAJA1 [cytosol] (UniProt: P31689)

START
","HSPA1A,B:ox-C149,C150-DNAJA1 [cytosol] (complex of HSPA1A [cytosol] (UniProt: P0DMV8), HSPA1B [cytosol] (UniProt: P0DMV9), SOH-C149,C150-DNAJA1 [cytosol] (UniProt: P31689)), HSF1 [cytosol] (UniProt: Q00613)"
